# name,mass,radius,orbital_period,star_distance,star_mass,discovered,detection_type
HIP 75458 c,17.0,,24840.0,31.5,1.4,2021.0,Radial Velocity
HIP 77257 b,,,15.5083,,,2021.0,Radial Velocity
HIP 77900 b,34.0,1.76,,,,2013.0,Imaging
HIP 78530 b,28.0,1.83,,156.7,2.5,2011.0,Imaging
HIP 79098 (AB) b,20.5,,,146.3,,2019.0,Imaging
HIP 79431 b,,,111.7,14.4,0.49,2010.0,Radial Velocity
HIP 8541 b,,,1560.0,169.0,1.17,2016.0,Radial Velocity
HIP 89474 b,,,15.1479,,,2021.0,Radial Velocity
HIP 90988 b,,,453.9,94.29,1.3,2020.0,Radial Velocity
HIP 91258 b,,,5.0505,44.9,0.95,2013.0,Radial Velocity
HIP 97233 b,,,1058.8,106.5,1.93,2014.0,Radial Velocity
HN Peg b,16.0,1.1,,18.4,1.0,2007.0,Imaging
HR 2562 b,26.0,,,33.63,1.3,2016.0,Imaging
HR 3549 b,45.0,,,92.5,,2015.0,Imaging
HR 5183 b,,,27400.0,31.49,1.07,2019.0,Radial Velocity
HR 7329,35.0,,,48.0,,2000.0,Imaging
HR 7672 b,61.5,,,17.72,,2002.0,Imaging
HR 810 b,,,320.1,17.17,1.11,1999.0,Radial Velocity
HR 858 b,,0.18600999999999998,3.5859900000000002,32.0,1.145,2019.0,Primary Transit
HR 858 c,,0.17299,5.97293,32.0,1.145,2019.0,Primary Transit
HR 858 d,,0.19305999999999998,11.23,32.0,1.145,2019.0,Primary Transit
HR 8799 b,7.0,1.2,164250.0,39.4,1.56,2008.0,Imaging
HR 8799 c,8.3,1.3,82145.0,39.4,1.56,2008.0,Imaging
HR 8799 d,8.3,1.2,41054.0,39.4,1.56,2008.0,Imaging
HR 8799 e,9.6,1.17,18000.0,39.4,1.56,2010.0,Imaging
HU Aqr (AB) c,5.9,,5646.0,,1.0,2011.0,Timing
HW Vir (AB) b,39.0,1.0,9750.0,181.0,0.627,2008.0,Timing
HW Vir (AB) c,40.0,2.0,17000.0,181.0,0.627,2008.0,Default
IC 4651 9122 b,,,734.0,,2.0,2018.0,Radial Velocity
J1324+63,11.5,1.23,,,,2018.0,Imaging
J1433 b,57.1,,0.054000000000000006,,0.8,2016.0,Primary Transit
K0I-1783 b,0.2234,0.7904,134.47867230000003,887.81,1.08,2017.0,Primary Transit
K0I-1783 c,0.0472,0.4853,284.060953,887.81,1.08,2017.0,TTV
K2-10 b,0.08495,0.34299999999999997,19.3044,274.48,0.92,2015.0,Primary Transit
K2-100 b,,0.32,1.6738330000000001,190.04,1.23,2016.0,Primary Transit
K2-101 b,,0.17800000000000002,14.677285999999999,189.33,0.8,2016.0,Primary Transit
K2-102 b,,0.11599999999999999,9.915614999999999,189.17,0.77,2016.0,Primary Transit
K2-104 b,,0.175,1.9742380000000002,190.21,0.43,2016.0,Primary Transit
K2-105 b,0.094,0.301,8.267704,199.28,0.99,2017.0,Primary Transit
K2-107 b,0.84,1.426,3.3139589999999997,696.95,1.3,2017.0,Primary Transit
K2-108 b,0.187,0.47600000000000003,4.733999,484.99,1.17,2017.0,Primary Transit
K2-11 b,,0.674,39.937670000000004,332.46,1.35,2015.0,Primary Transit
K2-110 b,0.0525,0.228,13.86387,116.84,0.75,2017.0,Primary Transit
K2-111 b,0.016640000000000002,0.162,5.3518,201.7,0.84,2017.0,Primary Transit
K2-111 c,,,15.6785,201.7,0.84,2020.0,Radial Velocity
K2-113 b,1.28,1.083,5.817685,649.75,1.04,2017.0,Primary Transit
K2-114 b,1.85,0.9520000000000001,11.391013000000001,484.8,0.89,2017.0,Primary Transit
K2-116 b,,0.062,4.655411,49.46,0.69,2017.0,Primary Transit
K2-117 b,,0.18100000000000002,1.2916,101.95,0.54,2017.0,Primary Transit
K2-117 c,,0.184,5.444017,101.95,0.54,2017.0,Primary Transit
K2-118 b,,0.22699999999999998,50.92092,324.7,0.76,2017.0,Primary Transit
K2-119 b,,0.226,7.727283,369.66,0.76,2017.0,Primary Transit
K2-12 b,,0.20800000000000002,8.282119999999999,329.36,1.01,2015.0,Primary Transit
K2-120 b,,0.179,9.562742,289.54,0.69,2017.0,Primary Transit
K2-121 b,,0.669,5.185761,170.37,0.72,2017.0,Primary Transit
K2-122 b,,0.10800000000000001,2.2192819999999998,72.19,0.62,2017.0,Primary Transit
K2-123 b,,0.24600000000000002,30.951524,162.36,0.62,2017.0,Primary Transit
K2-124 b,0.033,0.259,6.413651,140.4,0.39,2017.0,Primary Transit
K2-125 b,,0.19399999999999998,21.750264,124.6,0.49,2017.0,Primary Transit
K2-126 b,,0.17600000000000002,7.385655,103.29,0.69,2017.0,Primary Transit
K2-127 b,,0.747,3.5881629999999998,723.97,0.72,2017.0,Primary Transit
K2-128 b,,0.127,5.675819000000001,115.01,0.71,2017.0,Primary Transit
K2-129 b,,0.09300000000000001,8.239493,27.82,0.36,2017.0,Primary Transit
K2-13 b,,0.16899999999999998,39.91488,345.76,0.8,2015.0,Primary Transit
K2-130 b,,0.11199999999999999,2.49412,118.41,0.7,2017.0,Primary Transit
K2-131 b,,0.152,0.36930999999999997,153.7,0.84,2017.0,Primary Transit
K2-132 b,0.49,1.3,9.1751,620.41,1.08,2017.0,Primary Transit
K2-133 b,0.0069,0.12,3.07133,75.2,0.46,2017.0,Primary Transit
K2-133 c,0.01,0.14300000000000002,4.86784,75.2,0.46,2017.0,Primary Transit
K2-133 d,0.026000000000000002,0.179,11.02454,75.2,0.46,2017.0,Primary Transit
K2-136 b,,0.08800000000000001,7.975292,59.35,0.74,2017.0,Primary Transit
K2-136 c,,0.26,17.307137,59.35,0.74,2017.0,Primary Transit
K2-136 d,,0.129,25.575065,59.35,0.74,2017.0,Primary Transit
K2-137 b,0.5,0.079,0.179715,99.15,0.46,2017.0,Primary Transit
K2-138 b,0.0098,0.14,2.35322,183.0,0.93,2017.0,Primary Transit
K2-138 c,0.0198,0.225,3.5598699999999996,183.0,0.93,2017.0,Primary Transit
K2-138 d,0.0249,0.237,5.404780000000001,183.0,0.93,2017.0,Primary Transit
K2-138 e,0.0409,0.294,8.261439999999999,183.0,0.93,2017.0,Primary Transit
K2-138 f,0.005,0.251,12.757589999999999,183.0,0.93,2017.0,Primary Transit
K2-138 g,0.0135,0.2688,41.96797,183.0,0.93,2018.0,Primary Transit
K2-139 b,0.381,0.813,28.380619,154.6,0.96,2017.0,Primary Transit
K2-14 b,,0.429,8.36802,367.72,0.47,2015.0,Primary Transit
K2-140 b,0.93,1.093,6.56918,341.6,1.0,2017.0,Primary Transit
K2-141 b,0.01598,0.135,0.28032440000000003,61.0,0.708,2018.0,Primary Transit
K2-141 c,0.023280000000000002,0.624,7.7485,61.0,0.708,2018.0,Primary Transit
K2-146 b,0.01816,0.183,2.6446,79.31,0.33,2018.0,Primary Transit
K2-146 c,0.02358,0.195,4.004980000000001,79.31,0.33,2019.0,Primary Transit
K2-147 b,,0.12300000000000001,0.961917,88.0,0.58,2018.0,Primary Transit
K2-148 b,,0.11900000000000001,4.38395,121.0,0.65,2018.0,Primary Transit
K2-148 c,,0.154,6.9226,121.0,0.65,2018.0,Primary Transit
K2-148 d,,0.146,9.7579,121.0,0.65,2018.0,Primary Transit
K2-149 b,,0.146,11.332,118.0,0.59,2018.0,Primary Transit
K2-15 b,,0.221,11.8104,501.03,0.72,2015.0,Primary Transit
K2-150 b,,0.17800000000000002,10.59357,110.0,0.46,2018.0,Primary Transit
K2-151 b,,0.133,3.8354760000000003,69.61,0.47,2018.0,Primary Transit
K2-152 b,,0.204,32.6479,108.7,0.63,2018.0,Primary Transit
K2-153 b,,0.17800000000000002,7.515739999999999,143.6,0.55,2018.0,Primary Transit
K2-154 b,,0.17800000000000002,3.6762599999999996,129.8,0.65,2018.0,Primary Transit
K2-154 c,,0.185,7.954860000000001,129.8,0.65,2018.0,Primary Transit
K2-155 b,0.0148,0.161,6.3420000000000005,82.0,0.65,2018.0,Primary Transit
K2-155 c,0.0205,0.23199999999999998,13.85,82.0,0.65,2018.0,Primary Transit
K2-155 d,0.0154,0.17,40.718,82.0,0.65,2018.0,Primary Transit
K2-156 b,,0.10300000000000001,0.81314,150.4,0.66,2018.0,Primary Transit
K2-157 b,,0.094,0.365257,300.88,0.94,2018.0,Primary Transit
K2-158 b,,0.23600000000000002,10.06049,198.2,0.92,2018.0,Primary Transit
K2-158 c,,0.114,5.90279,198.2,0.92,2018.0,Primary Transit
K2-159 b,,0.20199999999999999,12.42205,171.9,0.9,2018.0,Primary Transit
K2-16 b,,0.18,7.6188,338.19,0.67,2015.0,Primary Transit
K2-16 c,,0.22699999999999998,19.07863,338.19,0.67,2015.0,Primary Transit
K2-16 d,,0.092,2.71578,338.19,0.67,2019.0,Primary Transit
K2-160 b,,0.284,3.7058709999999997,318.19,0.98,2018.0,Primary Transit
K2-161 b,,0.546,9.283188,941.09,0.99,2018.0,Primary Transit
K2-162 b,,0.128,9.45889,125.1,0.75,2018.0,Primary Transit
K2-163 b,,0.22,6.6731169999999995,209.67,0.83,2018.0,Primary Transit
K2-164 b,,0.29,17.355066,379.64,1.18,2018.0,Primary Transit
K2-165 b,,0.114,2.3549919999999998,135.1,0.83,2018.0,Primary Transit
K2-165 c,,0.139,4.382745,135.1,0.83,2018.0,Primary Transit
K2-165 d,,0.23600000000000002,14.101360999999999,135.1,0.83,2018.0,Primary Transit
K2-166 b,,0.195,8.52695,481.0,1.07,2018.0,Primary Transit
K2-166 c,,0.109,3.80464,481.0,1.07,2019.0,Primary Transit
K2-167 b,,0.2088,9.9785275,81.08,1.02,2018.0,Primary Transit
K2-168 b,,0.166,15.8523,245.56,0.88,2018.0,Primary Transit
K2-169 b,,0.114,6.380803,237.35,0.99,2018.0,Primary Transit
K2-17 b,,0.19899999999999998,17.96753,125.56,0.71,2015.0,Primary Transit
K2-170 b,,0.127,7.576544,397.26,0.96,2018.0,Primary Transit
K2-170 c,,0.161,12.400047,397.26,0.96,2018.0,Primary Transit
K2-171 b,,0.24,5.628466,616.41,0.89,2018.0,Primary Transit
K2-172 b,,0.149,14.316941,251.51,0.93,2018.0,Primary Transit
K2-172 c,,0.28600000000000003,29.626820000000002,251.51,0.93,2018.0,Primary Transit
K2-173 b,,0.14300000000000002,5.868698999999999,230.14,0.88,2018.0,Primary Transit
K2-174 b,0.0289,0.23199999999999998,19.562307,100.1,0.7,2018.0,Primary Transit
K2-175 b,,0.182,9.525988,249.01,1.09,2018.0,Primary Transit
K2-176 b,,0.133,5.329439,249.01,0.94,2018.0,Primary Transit
K2-177 b,,0.18899999999999997,14.155185000000001,499.02,1.21,2018.0,Primary Transit
K2-178 b,,0.317,8.747817999999999,216.08,0.95,2018.0,Primary Transit
K2-179 b,,0.22399999999999998,5.172191000000001,191.84,0.82,2018.0,Primary Transit
K2-18 b,0.028069999999999998,0.21100000000000002,32.939623,38.07,0.36,2015.0,Primary Transit
K2-18 c,,,8.962,38.07,0.36,2017.0,Radial Velocity
K2-180 b,0.036000000000000004,0.20600000000000002,8.867208999999999,204.51,0.72,2018.0,Primary Transit
K2-181 b,,0.253,6.8942559999999995,364.82,0.99,2018.0,Primary Transit
K2-182 b,,0.24600000000000002,4.736837,155.9,0.88,2018.0,Primary Transit
K2-183 b,,0.23199999999999998,0.46926899999999994,331.77,0.93,2018.0,Primary Transit
K2-183 c,,0.256,10.792635,331.77,0.93,2018.0,Primary Transit
K2-183 d,,0.255,22.631964,331.77,0.93,2018.0,Primary Transit
K2-184 b,,0.138,16.995731,75.79,0.86,2018.0,Primary Transit
K2-185 b,,0.11699999999999999,10.616646000000001,270.41,0.98,2018.0,Primary Transit
K2-186 b,,0.28300000000000003,41.474219,333.84,1.02,2018.0,Primary Transit
K2-187 b,,0.11599999999999999,0.7739199999999999,333.51,0.98,2018.0,Primary Transit
K2-187 c,,0.161,2.872042,333.51,0.98,2018.0,Primary Transit
K2-187 d,,0.28300000000000003,7.149210000000001,333.51,0.98,2018.0,Primary Transit
K2-187 e,,0.212,13.609878,333.51,0.98,2018.0,Primary Transit
K2-188 b,,0.12,1.7421689999999999,452.9,1.06,2018.0,Primary Transit
K2-188 c,,0.252,7.8102529999999994,452.9,1.06,2018.0,Primary Transit
K2-189 b,,0.136,2.588309,243.93,0.94,2018.0,Primary Transit
K2-189 c,,0.223,6.679195,243.93,0.94,2018.0,Primary Transit
K2-19 b,0.1019,0.691,7.9194,292.14,0.93,2015.0,Primary Transit
K2-19 c,0.034,0.434,11.90715,292.14,0.93,2015.0,Primary Transit
K2-19 d,0.031,0.102,2.5085599999999997,292.14,0.93,2016.0,Primary Transit
K2-190 b,,0.121,10.098858,161.42,0.9,2018.0,Primary Transit
K2-190 c,,0.098,21.574023,161.42,0.9,2018.0,Primary Transit
K2-191 b,,0.141,2.858646,289.57,0.9,2018.0,Primary Transit
K2-192 b,,0.136,4.1628169999999995,223.99,0.9,2018.0,Primary Transit
K2-193 b,,0.35200000000000004,14.786889000000002,416.91,1.01,2018.0,Primary Transit
K2-194 b,,0.325,39.721385999999995,640.65,1.11,2018.0,Primary Transit
K2-195 b,,0.27899999999999997,15.852975,317.83,0.94,2018.0,Primary Transit
K2-195 c,,0.23,28.482785999999997,317.83,0.94,2018.0,Primary Transit
K2-196 b,,0.321,48.324222,594.09,1.16,2018.0,Primary Transit
K2-197 b,,0.228,8.357880999999999,249.59,1.0,2018.0,Primary Transit
K2-198 b,,0.374,17.042868300000002,110.91,0.8,2018.0,Primary Transit
K2-198 c,,0.127,3.3596055000000002,110.91,0.8,2019.0,Primary Transit
K2-198 d,,0.218,7.450017699999999,110.91,0.8,2019.0,Primary Transit
K2-199 b,,0.16699999999999998,3.2253380000000003,107.97,0.73,2018.0,Primary Transit
K2-199 c,,0.248,7.374694,107.97,0.73,2018.0,Primary Transit
K2-200 b,,0.122,2.849883,185.09,0.86,2018.0,Primary Transit
K2-201 b,,0.125,1.05979,199.05,0.96,2018.0,Primary Transit
K2-201 c,,0.293,22.779878,199.05,0.96,2018.0,Primary Transit
K2-202 b,,0.205,3.405164,302.99,0.97,2018.0,Primary Transit
K2-203 b,,0.122,9.695101,166.93,0.79,2018.0,Primary Transit
K2-204 b,,0.272,7.055784,586.87,1.01,2018.0,Primary Transit
K2-205 b,,0.17800000000000002,26.672263,409.95,0.95,2018.0,Primary Transit
K2-206 b,,0.249,18.294549,246.14,0.79,2018.0,Primary Transit
K2-207 b,,0.23199999999999998,12.48749,366.84,0.94,2018.0,Primary Transit
K2-208 b,,0.15,4.190948000000001,258.76,0.93,2018.0,Primary Transit
K2-209 b,,0.077,2.0806150000000003,76.67,0.74,2018.0,Primary Transit
K2-21 b,,0.16399999999999998,9.325038000000001,83.85,0.68,2015.0,Primary Transit
K2-21 c,,0.222,15.501920000000002,83.85,0.68,2015.0,Primary Transit
K2-210 b,,0.073,0.570233,177.39,0.91,2018.0,Primary Transit
K2-211 b,,0.12300000000000001,0.669558,274.39,0.88,2018.0,Primary Transit
K2-212 b,,0.2364,9.795635,109.32,0.67,2018.0,Primary Transit
K2-213 b,,0.135,8.13087,394.05,1.07,2018.0,Primary Transit
K2-214 b,,0.217,8.596802,303.28,1.05,2018.0,Primary Transit
K2-215 b,,0.18899999999999997,8.269648,408.67,1.0,2018.0,Primary Transit
K2-216 b,0.025169999999999998,0.156,2.1748,115.84,0.7,2018.0,Primary Transit
K2-217 b,,0.319,14.074523999999998,386.01,1.1,2018.0,Primary Transit
K2-218 b,,0.22899999999999998,8.679885,398.41,1.05,2018.0,Primary Transit
K2-219 b,,0.12,3.9012870000000004,328.42,1.02,2018.0,Primary Transit
K2-219 c,,0.128,6.667669999999999,328.42,1.02,2018.0,Primary Transit
K2-219 d,,0.23,11.137278,328.42,1.02,2018.0,Primary Transit
K2-22 b,1.4,0.223,0.38107800000000003,245.53,0.6,2015.0,Primary Transit
K2-220 b,,0.213,13.683256,234.92,0.96,2018.0,Primary Transit
K2-221 b,,0.15,2.399094,321.63,1.01,2018.0,Primary Transit
K2-222 b,,0.213,15.387063000000001,101.59,1.0,2018.0,Primary Transit
K2-223 b,,0.079,0.50565,201.1,1.06,2018.0,Primary Transit
K2-223 c,,0.14,4.563269999999999,201.1,1.06,2018.0,Primary Transit
K2-224 b,,0.139,4.47904,277.7,0.91,2018.0,Primary Transit
K2-224 c,,0.215,10.09489,277.7,0.91,2018.0,Primary Transit
K2-225 b,,0.311,15.87209,360.3,1.27,2018.0,Primary Transit
K2-226 b,,0.13699999999999998,3.27108,211.2,0.88,2018.0,Primary Transit
K2-227 b,,0.149,13.621832000000001,188.22,0.95,2018.0,Primary Transit
K2-228 b,,0.10800000000000001,2.69828,142.4,0.71,2018.0,Primary Transit
K2-229 b,0.00815,0.102,0.58426,103.8,0.87,2018.0,Primary Transit
K2-229 c,0.067,0.18100000000000002,8.32727,103.8,0.87,2018.0,Primary Transit
K2-229 d,0.079,0.2364,31.0,103.8,0.87,2018.0,Primary Transit
K2-230 b,,0.175,2.86041,548.9,1.11,2018.0,Primary Transit
K2-231 b,0.0227,0.223,13.841901000000002,295.0,1.01,2018.0,Primary Transit
K2-232 b,0.39799999999999996,1.0,11.168453999999999,131.21,1.19,2018.0,Primary Transit
K2-233 b,0.0104,0.125,2.46746,67.64,0.8,2018.0,Primary Transit
K2-233 c,,0.11900000000000001,7.06142,67.64,0.8,2018.0,Primary Transit
K2-233 d,0.0261,0.23600000000000002,24.3662,67.64,0.8,2018.0,Primary Transit
K2-237 b,1.236,1.642,2.1805577,309.5,1.23,2018.0,Primary Transit
K2-238 b,0.86,1.3,3.20466,453.0,1.19,2018.0,Primary Transit
K2-239 b,0.0044,0.098,5.24,49.0,0.4,2018.0,Primary Transit
K2-239 c,0.0028,0.08900000000000001,7.775,49.0,0.4,2018.0,Primary Transit
K2-239 d,0.0041,0.098,10.115,49.0,0.4,2018.0,Primary Transit
K2-24 b,0.05977999999999999,0.48200000000000004,20.889770000000002,171.39,1.07,2016.0,Primary Transit
K2-24 c,0.04845,0.669,42.3391,171.39,1.07,2016.0,Primary Transit
K2-240 b,0.0157,0.17800000000000002,6.034,70.0,0.58,2018.0,Primary Transit
K2-240 c,0.0145,0.161,20.523000000000003,70.0,0.58,2018.0,Primary Transit
K2-241 b,,0.22699999999999998,26.8199,149.6,0.71,2018.0,Primary Transit
K2-242 b,,0.22699999999999998,6.51389,109.6,0.38,2018.0,Primary Transit
K2-243 b,,0.19399999999999998,11.54182,269.2,1.29,2018.0,Primary Transit
K2-243 c,,0.179,24.94598,269.2,1.29,2018.0,Primary Transit
K2-244 b,,0.156,21.068839999999998,214.0,0.86,2018.0,Primary Transit
K2-245 b,,0.387,11.89307,463.4,0.83,2018.0,Primary Transit
K2-246 b,,0.311,5.76918,723.1,0.87,2018.0,Primary Transit
K2-247 b,,0.18899999999999997,2.25021,260.2,0.74,2018.0,Primary Transit
K2-247 c,,0.195,6.4942400000000005,260.2,0.74,2018.0,Primary Transit
K2-248 b,,0.22899999999999998,7.172560000000001,410.5,0.88,2018.0,Primary Transit
K2-249 b,,0.249,12.409,528.3,1.32,2018.0,Primary Transit
K2-25 b,0.0771,0.306,3.484552,45.01,0.29,2015.0,Primary Transit
K2-250 b,,0.218,4.01457,417.6,0.8,2018.0,Primary Transit
K2-251 b,,0.21,9.30075,147.7,0.52,2018.0,Primary Transit
K2-252 b,,0.155,13.815129999999998,229.9,0.79,2018.0,Primary Transit
K2-253 b,,1.13,4.00167,901.8,1.08,2018.0,Primary Transit
K2-254 b,,0.145,4.09639,229.4,0.71,2018.0,Primary Transit
K2-254 c,,0.195,12.11839,229.4,0.71,2018.0,Primary Transit
K2-255 b,,0.259,1.96417,192.4,0.71,2018.0,Primary Transit
K2-256 b,,0.235,5.52011,580.5,0.84,2018.0,Primary Transit
K2-257 b,,0.07400000000000001,1.60588,64.1,0.52,2018.0,Primary Transit
K2-258 b,,0.268,19.0921,675.2,1.21,2018.0,Primary Transit
K2-259 b,,0.207,15.480429999999998,422.1,1.14,2018.0,Primary Transit
K2-26 b,,0.23800000000000002,14.5665,99.33,0.56,2016.0,Primary Transit
K2-260 b,1.42,1.5519999999999998,2.6266657,676.32,1.39,2018.0,Primary Transit
K2-261 b,0.223,0.85,11.63344,214.58,1.1,2018.0,Primary Transit
K2-263  b,0.0466,0.215,50.818946999999994,163.23,0.88,2018.0,Primary Transit
K2-264 b,,0.19899999999999998,5.840001999999999,187.0,0.5,2018.0,Primary Transit
K2-264 c,,0.23800000000000002,19.660301999999998,187.0,0.5,2018.0,Primary Transit
K2-265 b,0.02058,0.153,2.3691720000000003,139.22,0.92,2018.0,Primary Transit
K2-266 b,0.0355,0.294,0.658524,77.16,0.69,2018.0,Primary Transit
K2-266 c,0.00091,0.063,7.814,77.16,0.69,2018.0,Primary Transit
K2-266 d,0.027999999999999997,0.261,14.697000000000001,77.16,0.69,2018.0,Primary Transit
K2-266 e,0.044989999999999995,0.244,19.482,77.16,0.69,2018.0,Primary Transit
K2-268 b,,0.126,2.151894,331.46,0.84,2018.0,Primary Transit
K2-268 c,,0.24,9.326841,331.46,0.84,2018.0,Primary Transit
K2-269 b,,0.14,4.144965,362.07,1.16,2018.0,Primary Transit
K2-27 b,0.09722,0.4,6.7713149999999995,251.43,0.87,2016.0,Primary Transit
K2-270 b,,0.12300000000000001,1.543069,283.53,0.85,2018.0,Primary Transit
K2-270 c,,0.263,4.400028,283.53,0.85,2018.0,Primary Transit
K2-271 b,,0.649,8.562421,571.47,0.83,2018.0,Primary Transit
K2-272 b,,0.26,14.453532999999998,426.57,0.81,2018.0,Primary Transit
K2-273 b,,0.39399999999999996,11.716332000000001,310.6,0.9,2018.0,Primary Transit
K2-274 b,,0.196,14.129714000000002,232.82,0.81,2018.0,Primary Transit
K2-275 b,,0.2,3.280961,124.09,0.79,2018.0,Primary Transit
K2-275 c,,0.209,8.438756,124.09,0.79,2018.0,Primary Transit
K2-276 b,,0.336,18.718269,489.88,0.82,2018.0,Primary Transit
K2-277 b,,0.185,6.326763,113.53,1.02,2018.0,Primary Transit
K2-278 b,,0.266,3.3349660000000005,804.13,1.4,2018.0,Primary Transit
K2-279 b,,0.10800000000000001,7.122605,183.8,0.79,2018.0,Primary Transit
K2-28 b,,0.207,2.260455,63.11,0.26,2016.0,Primary Transit
K2-280 b,0.1167,0.684,19.895201999999998,396.9,1.11,2018.0,Primary Transit
K2-281 b,,0.73,8.687721,466.11,0.82,2018.0,Primary Transit
K2-282 b,,0.252,4.169836,502.28,0.94,2018.0,Primary Transit
K2-283 b,,0.314,1.921036,408.24,0.89,2018.0,Primary Transit
K2-284 b,,0.248,4.795069,107.6,0.63,2018.0,Primary Transit
K2-285 b,0.03046,0.231,3.471745,155.65,0.83,2018.0,Primary Transit
K2-285 c,0.04933,0.315,7.1380479999999995,155.65,0.83,2018.0,Primary Transit
K2-285 d,0.02045,0.221,10.45582,155.65,0.83,2018.0,Primary Transit
K2-285 e,0.03367,0.174,14.762889999999999,155.65,0.83,2018.0,Primary Transit
K2-286 b,0.0214,0.187,27.359,76.32,0.64,2018.0,Primary Transit
K2-287 b,0.315,0.847,14.893291,159.05,1.06,2018.0,Primary Transit
K2-288B b,,0.152,31.393463,69.3,0.33,2018.0,Primary Transit
K2-289 b,0.1529,0.812,13.156969,270.7,0.95,2019.0,Primary Transit
K2-29 b,0.73,1.19,3.2588321,179.39,0.94,2016.0,Primary Transit
K2-290 b,0.0343,0.273,9.21165,274.99,1.19,2019.0,Primary Transit
K2-290 c,0.774,1.006,48.36685,274.99,1.19,2019.0,Primary Transit
K2-291 b,0.020419999999999997,0.142,2.225177,90.29,0.93,2019.0,Primary Transit
K2-292 b,0.07708999999999999,0.235,16.9841,114.29,1.0,2019.0,Primary Transit
K2-293 b,,0.21899999999999997,13.1225,396.64,0.96,2019.0,Primary Transit
K2-294 b,,0.14800000000000002,2.50387,377.04,0.99,2019.0,Primary Transit
K2-295 b,0.335,0.897,4.0248669999999995,225.7,0.74,2018.0,Primary Transit
K2-3 b,0.020390000000000002,0.19399999999999998,10.054625999999999,45.0,0.6,2015.0,Primary Transit
K2-3 c,0.00673,0.165,24.646582000000002,45.0,0.6,2015.0,Primary Transit
K2-3 d,0.00881,0.135,44.556459999999994,45.0,0.6,2015.0,Primary Transit
K2-30 b,0.579,1.0390000000000001,4.098503,336.26,0.9,2016.0,Primary Transit
K2-308 b,0.025,0.884,3.38628,,1.09,2019.0,Primary Transit
K2-31 b,1.774,1.06,1.25785,,0.91,2016.0,Primary Transit
K2-315 b,,0.085,3.1443189,56.8,0.17,2020.0,Primary Transit
K2-316 b,,0.11900000000000001,1.133,112.84,0.41,2020.0,Primary Transit
K2-316 c,,0.163,5.26,112.84,0.41,2020.0,Primary Transit
K2-317 b,,0.261,6.22,177.08,0.4,2020.0,Primary Transit
K2-318 b,,0.14800000000000002,7.01,148.49,0.56,2020.0,Primary Transit
K2-319 b,,0.249,26.68,210.56,0.95,2020.0,Primary Transit
K2-32 b,0.047,0.44299999999999995,8.991828,158.39,0.86,2016.0,Primary Transit
K2-32 c,0.0255,0.244,20.66186,158.39,0.86,2016.0,Primary Transit
K2-32 d,0.0211,0.292,31.7142,158.39,0.86,2016.0,Primary Transit
K2-32 e,0.0066,0.09,4.34882,158.39,0.86,2019.0,Primary Transit
K2-320 b,,0.23399999999999999,1.995,109.07,0.12,2020.0,Primary Transit
K2-321 b,,0.174,2.298,77.86,0.6,2020.0,Primary Transit
K2-322 b,,0.171,8.205,123.86,0.63,2020.0,Primary Transit
K2-323 b,,0.187,24.93,118.72,0.48,2020.0,Primary Transit
K2-324 b,,0.217,3.262,137.18,0.52,2020.0,Primary Transit
K2-325 b,,0.196,6.93,111.98,0.27,2020.0,Primary Transit
K2-326 b,,0.203,1.256,284.58,0.51,2020.0,Primary Transit
K2-33 b,3.7,0.45,5.4248650000000005,139.8,0.56,2016.0,Primary Transit
K2-34 b,1.78,1.245,2.995633,352.34,1.15,2016.0,Primary Transit
K2-35 b,,0.11800000000000001,2.3999639999999998,254.43,0.7,2016.0,Primary Transit
K2-35 c,,0.172,5.608352,254.43,0.7,2016.0,Primary Transit
K2-36 b,0.01227,0.128,1.422614,110.09,0.79,2016.0,Primary Transit
K2-36 c,0.02454,0.2783,5.3410507,110.09,0.79,2016.0,Primary Transit
K2-37 b,,0.14400000000000002,4.44117,180.86,0.9,2016.0,Primary Transit
K2-37 c,,0.245,6.4290400000000005,180.86,0.9,2016.0,Primary Transit
K2-37 d,,0.244,14.09189,180.86,0.9,2016.0,Primary Transit
K2-38 b,0.06,0.17,4.01593,193.71,2.24,2016.0,Primary Transit
K2-38 c,0.03115,0.21600000000000003,10.56103,193.71,2.24,2016.0,Primary Transit
K2-39 b,0.09,0.56,4.60543,310.14,0.66,2016.0,Primary Transit
K2-4 b,,0.187,10.003417,233.37,0.64,2015.0,Primary Transit
K2-42 b,,0.192,6.68796,401.36,0.7,2016.0,Primary Transit
K2-43 b,,0.402,3.4711489999999996,183.48,0.57,2016.0,Primary Transit
K2-43 c,,0.21600000000000003,2.198884,183.48,0.57,2019.0,Primary Transit
K2-45 b,,0.599,1.7292683999999998,502.34,0.5,2016.0,Primary Transit
K2-46 b,,0.183,19.1541,454.93,0.96,2016.0,Primary Transit
K2-47 b,,0.16899999999999998,31.6372,353.38,0.75,2016.0,Primary Transit
K2-48 b,,0.2,20.5065,316.61,0.77,2016.0,Primary Transit
K2-49 b,,0.172,2.77065,463.06,0.51,2016.0,Primary Transit
K2-5 b,,0.17,5.73594,204.12,0.61,2015.0,Primary Transit
K2-5 c,,0.20199999999999999,10.93241,204.12,0.61,2015.0,Primary Transit
K2-50 b,,0.142,8.7529,259.33,0.61,2016.0,Primary Transit
